Modelo,Valor,Local,Ano
IPHONE X,1900.0,FORTALEZA NOVO MONDUBIM,2017.0
IPHONE 11,1900.0,EUSÉBIO CENTRO,2019.0
IPHONE 11 PRO,1900.0,FORTALEZA HENRIQUE JORGE,2019.0
IPHONE 11,1900.0,FORTALEZA MONDUBIM,2019.0
IPHONE 11,1900.0,FORTALEZA CAIS DO PORTO,2019.0
IPHONE X,1900.0,FORTALEZA HENRIQUE JORGE,2017.0
IPHONE X,1900.0,AQUIRAZ,2017.0
IPHONE XS,1900.0,FORTALEZA VILA VELHA,2018.0
IPHONE X,1900.0,FORTALEZA COCÓ,2017.0
IPHONE X,1900.0,FORTALEZA DENDÊ,2017.0
IPHONE 11,1900.0,FORTALEZA VILA UNIÃO,2019.0
IPHONE X,1900.0,FORTALEZA MESSEJANA,2017.0
IPHONE 11,1900.0,FORTALEZA JANGURUSSU,2019.0
IPHONE XS,1900.0,FORTALEZA CIDADE DOS FUNCIONÁRIOS,2018.0
IPHONE 11,1920.0,FORTALEZA ANTÔNIO BEZERRA,2019.0
IPHONE XR,1949.0,MARACANAÚ CENTRO,2018.0
IPHONE XR,1949.0,MARACANAÚ CENTRO,2018.0
IPHONE XR,1949.0,MARACANAÚ CENTRO,2018.0
IPHONE X,1950.0,FORTALEZA COCÓ,2017.0
IPHONE X,1950.0,FORTALEZA PLANALTO AYRTON SENNA,2017.0
IPHONE 8 PLUS,1950.0,FORTALEZA VICENTE PINZON,2017.0
IPHONE XS,1950.0,FORTALEZA JARDIM CEARENSE,2018.0
IPHONE X,1950.0,FORTALEZA MEIRELES,2017.0
IPHONE X,1990.0,PACATUBA SENADOR CARLOS JEREISSATI,2017.0
IPHONE 11,1990.0,FORTALEZA MONDUBIM,2019.0
IPHONE 11,1999.0,FORTALEZA CENTRO,2019.0
IPHONE XS MAX,1999.0,FORTALEZA FÁTIMA,2018.0
IPHONE 11,1999.0,FORTALEZA MEIRELES,2019.0
IPHONE 11,1999.0,AQUIRAZ,2019.0
IPHONE 11,2000.0,FORTALEZA PASSARÉ,2019.0
IPHONE X,2000.0,FORTALEZA SÃO GERARDO,2017.0
IPHONE 11 PRO,2000.0,FORTALEZA NOVO MONDUBIM,2019.0
IPHONE 11,2000.0,FORTALEZA VARJOTA,2019.0
IPHONE XR,2000.0,FORTALEZA CIDADE DOS FUNCIONÁRIOS,2018.0
IPHONE XS MAX,2000.0,FORTALEZA ALDEOTA,2018.0
IPHONE 11,2000.0,FORTALEZA PREFEITO JOSÉ WALTER,2019.0
IPHONE X,2000.0,MARACANAÚ INDUSTRIAL,2017.0
IPHONE 11,2000.0,FORTALEZA MEIRELES,2019.0
IPHONE XR,2000.0,FORTALEZA CENTRO,2018.0
IPHONE XS,2000.0,FORTALEZA PARANGABA,2018.0
IPHONE X,2000.0,FORTALEZA CANINDEZINHO,2017.0
IPHONE X,2000.0,FORTALEZA GRANJA PORTUGAL,2017.0
IPHONE XR,2000.0,FORTALEZA MEIRELES,2018.0
IPHONE XR,2000.0,FORTALEZA PEDRAS,2018.0
IPHONE X,2000.0,FORTALEZA DE LOURDES,2017.0
IPHONE X,2000.0,FORTALEZA OLAVO OLIVEIRA,2017.0
IPHONE 11,2000.0,MARANGUAPE SAPUPARA,2019.0
IPHONE 11,2000.0,FORTALEZA PAPICU,2019.0
IPHONE 11,2000.0,CAUCAIA PARQUE POTIRA (JUREMA),2019.0
IPHONE 11,2000.0,FORTALEZA MESSEJANA,2019.0
IPHONE 11,2000.0,FORTALEZA MEIRELES,2019.0
IPHONE X,2000.0,FORTALEZA VICENTE PINZON,2017.0
IPHONE 8 PLUS,2000.0,FORTALEZA PARQUE DOIS IRMÃOS,2017.0
IPHONE X,2000.0,FORTALEZA JANGURUSSU,2017.0
IPHONE X,2000.0,MARACANAÚ CENTRO,2017.0
IPHONE X,2000.0,FORTALEZA DAMAS,2017.0
IPHONE 11,2000.0,FORTALEZA DIONISIO TORRES,2019.0
IPHONE 11,2000.0,PACATUBA SÃO JOSÉ,2019.0
IPHONE X,2000.0,FORTALEZA JARDIM IRACEMA,2017.0
IPHONE 11,2000.0,PENTECOSTE,2019.0
IPHONE XS MAX,2000.0,CAUCAIA SÃO MIGUEL (JUREMA),2018.0
IPHONE XS MAX,2000.0,FORTALEZA ANTÔNIO BEZERRA,2018.0
IPHONE 11,2000.0,FORTALEZA BARRA DO CEARÁ,2019.0
IPHONE X,2000.0,FORTALEZA NOVO MONDUBIM,2017.0
IPHONE X,2000.0,FORTALEZA CAJAZEIRAS,2017.0
IPHONE X,2000.0,FORTALEZA NOVO MONDUBIM,2017.0
IPHONE 11,2000.0,FORTALEZA BARRA DO CEARÁ,2019.0
IPHONE 11,2000.0,FORTALEZA CONJUNTO CEARÁ II,2019.0
IPHONE X,2000.0,FORTALEZA DE LOURDES,2017.0
IPHONE XR,2000.0,FORTALEZA CONJUNTO CEARÁ I,2018.0
IPHONE X,2000.0,FORTALEZA JOAQUIM TÁVORA,2017.0
IPHONE SE,2000.0,FORTALEZA FARIAS BRITO,2020.0
IPHONE 8 PLUS,2000.0,CAUCAIA PARQUE POTIRA (JUREMA),2017.0
IPHONE 11,2000.0,FORTALEZA CONJUNTO ESPERANÇA,2019.0
IPHONE 11 PRO,2000.0,FORTALEZA CONJUNTO CEARÁ II,2019.0
IPHONE 11,2000.0,FORTALEZA BARRA DO CEARÁ,2019.0
IPHONE 11,2050.0,FORTALEZA VILA VELHA,2019.0
IPHONE 11,2099.0,MARACANAÚ DISTRITO IND III,2019.0
IPHONE 11 PRO,2100.0,CAUCAIA NOVA METRÓPOLE (JUREMA),2019.0
IPHONE 11,2100.0,CAUCAIA NOVA METRÓPOLE (JUREMA),2019.0
IPHONE 11,2100.0,FORTALEZA PARQUE ARAXÁ,2019.0
IPHONE 11,2100.0,FORTALEZA DIONISIO TORRES,2019.0
IPHONE 11,2100.0,FORTALEZA PRESIDENTE KENNEDY,2019.0
IPHONE XS MAX,2100.0,FORTALEZA MANUEL DIAS BRANCO,2018.0
IPHONE 11,2100.0,FORTALEZA PAPICU,2019.0
IPHONE X,2100.0,FORTALEZA RODOLFO TEÓFILO,2017.0
IPHONE X,2100.0,FORTALEZA CAJAZEIRAS,2017.0
IPHONE 11,2100.0,FORTALEZA PREFEITO JOSÉ WALTER,2019.0
IPHONE X,2100.0,FORTALEZA DAMAS,2017.0
IPHONE 11,2100.0,FORTALEZA JANGURUSSU,2019.0
IPHONE 11,2100.0,MARACANAÚ JARDIM BANDEIRANTES,2019.0
IPHONE 8 PLUS,2100.0,FORTALEZA CARLITO PAMPLONA,2017.0
IPHONE 11,2100.0,FORTALEZA PAPICU,2019.0
IPHONE 11,2100.0,FORTALEZA CENTRO,2019.0
IPHONE X,2100.0,FORTALEZA ALDEOTA,2017.0
IPHONE 11,2100.0,FORTALEZA BOM JARDIM,2019.0
IPHONE XS MAX,2100.0,FORTALEZA NOVO MONDUBIM,2018.0
IPHONE 11,2100.0,FORTALEZA JOSÉ BONIFÁCIO,2019.0
IPHONE XS MAX,2100.0,FORTALEZA JANGURUSSU,2018.0
IPHONE X,2100.0,MARACANAÚ ALTO ALEGRE II,2017.0
IPHONE 11,2100.0,FORTALEZA MONTESE,2019.0
IPHONE X PRO MAX ,2100.0,FORTALEZA SERRINHA,2017.0
IPHONE 11,2100.0,PINDORETAMA,2019.0
IPHONE 11,2100.0,MARACANAÚ NOVO MARACANAÚ,2019.0
IPHONE 11,2100.0,FORTALEZA VILA UNIÃO,2019.0
IPHONE 11,2100.0,MARACANAÚ ALTO ALEGRE II,2019.0
IPHONE 11,2100.0,FORTALEZA MEIRELES,2019.0
IPHONE 11,2100.0,FORTALEZA CIDADE 2000,2019.0
IPHONE 11,2100.0,FORTALEZA MONTESE,2019.0
IPHONE 11,2100.0,FORTALEZA CONJUNTO CEARÁ II,2019.0
IPHONE 11,2100.0,FORTALEZA PEDRAS,2019.0
IPHONE X,2100.0,CAUCAIA JARDIM ICARAÍ,2017.0
IPHONE 11,2100.0,FORTALEZA CENTRO,2019.0
IPHONE 11,2100.0,FORTALEZA TAUAPE,2019.0
IPHONE X,2100.0,FORTALEZA ANTÔNIO BEZERRA,2017.0
IPHONE 11,2150.0,PACATUBA SENADOR CARLOS JEREISSATI,2019.0
IPHONE 11,2150.0,FORTALEZA PASSARÉ,2019.0
IPHONE 11,2150.0,FORTALEZA LAGOA REDONDA,2019.0
IPHONE X,2150.0,CAUCAIA,2017.0
IPHONE 11,2199.0,FORTALEZA ALDEOTA,2019.0
IPHONE 11,2199.0,CAUCAIA MARECHAL RONDON (JUREMA),2019.0
IPHONE 11,2200.0,FORTALEZA SÃO GERARDO,2019.0
IPHONE 11,2200.0,FORTALEZA SAPIRANGA-COITÉ,2019.0
IPHONE 11,2200.0,FORTALEZA ITAPERI,2019.0
IPHONE 11,2200.0,FORTALEZA RODOLFO TEÓFILO,2019.0
IPHONE 11,2200.0,FORTALEZA ALDEOTA,2019.0
IPHONE 11,2200.0,FORTALEZA BARRA DO CEARÁ,2019.0
IPHONE 11,2200.0,FORTALEZA ENGENHEIRO LUCIANO CAVALCANTE,2019.0
IPHONE 11,2200.0,FORTALEZA VILA PERI,2019.0
IPHONE 11,2200.0,FORTALEZA JARDIM CEARENSE,2019.0
IPHONE 11,2200.0,CAUCAIA ICARAÍ,2019.0
IPHONE 11,2200.0,FORTALEZA PLANALTO AYRTON SENNA,2019.0
IPHONE 11,2200.0,FORTALEZA JARDIM GUANABARA,2019.0
IPHONE XS MAX,2200.0,FORTALEZA EDSON QUEIROZ,2018.0
IPHONE 11,2200.0,FORTALEZA PAUPINA,2019.0
IPHONE 11,2200.0,FORTALEZA CRISTO REDENTOR,2019.0
IPHONE XS MAX,2200.0,FORTALEZA CENTRO,2018.0
IPHONE 11,2200.0,FORTALEZA CIDADE 2000,2019.0
IPHONE XS MAX,2200.0,FORTALEZA QUINTINO CUNHA,2018.0
IPHONE 11,2200.0,FORTALEZA JOAQUIM TÁVORA,2019.0
IPHONE XS MAX,2200.0,FORTALEZA PAPICU,2018.0
IPHONE XR,2200.0,FORTALEZA PARQUE MANIBURA,2018.0
IPHONE X,2200.0,FORTALEZA BARRA DO CEARÁ,2017.0
IPHONE XS MAX,2200.0,FORTALEZA JARDIM DAS OLIVEIRAS,2018.0
IPHONE 11,2200.0,FORTALEZA PARQUE IRACEMA,2019.0
IPHONE 11,2200.0,FORTALEZA PAUPINA,2019.0
IPHONE 11,2200.0,FORTALEZA LAGOA REDONDA,2019.0
IPHONE 11,2200.0,CAUCAIA PLANALTO CAUCAIA,2019.0
IPHONE 11,2200.0,FORTALEZA CAMBEBA,2019.0
IPHONE 11,2200.0,FORTALEZA BARRA DO CEARÁ,2019.0
IPHONE XS MAX,2200.0,FORTALEZA BOM JARDIM,2018.0
IPHONE 11,2200.0,FORTALEZA PARANGABA,2019.0
IPHONE XS MAX,2200.0,FORTALEZA MONDUBIM,2018.0
IPHONE 11,2200.0,FORTALEZA PARQUE SANTA ROSA,2019.0
IPHONE 8 PLUS,2200.0,CAUCAIA PARQUE POTIRA (JUREMA),2017.0
IPHONE 11,2200.0,FORTALEZA PANAMERICANO,2019.0
IPHONE 11,2200.0,FORTALEZA VILA VELHA,2019.0
IPHONE 11,2200.0,FORTALEZA MONDUBIM,2019.0
IPHONE 11,2250.0,CAUCAIA PACHECO,2019.0
IPHONE 11,2250.0,CAUCAIA CURICACA,2019.0
IPHONE 11,2250.0,FORTALEZA ENGENHEIRO LUCIANO CAVALCANTE,2019.0
IPHONE 11,2250.0,MARANGUAPE NOVO MARANGUAPE I,2019.0
IPHONE 11,2250.0,FORTALEZA LAGOA REDONDA,2019.0
IPHONE 11,2250.0,FORTALEZA ELLERY,2019.0
IPHONE 11,2250.0,FORTALEZA HENRIQUE JORGE,2019.0
IPHONE 11,2250.0,CAUCAIA ARATURI (JUREMA),2019.0
IPHONE 11,2299.0,FORTALEZA PASSARÉ,2019.0
IPHONE 11,2299.0,FORTALEZA PASSARÉ,2019.0
IPHONE 11,2300.0,MARACANAÚ ALTO ALEGRE II,2019.0
IPHONE 11,2300.0,FORTALEZA CONJUNTO CEARÁ II,2019.0
IPHONE XS,2300.0,PACATUBA SENADOR CARLOS JEREISSATI,2018.0
IPHONE 11,2300.0,FORTALEZA CENTRO,2019.0
IPHONE 11,2300.0,FORTALEZA CENTRO,2019.0
IPHONE XS,2300.0,PACATUBA SENADOR CARLOS JEREISSATI,2018.0
IPHONE SE,2300.0,FORTALEZA EDSON QUEIROZ,2020.0
IPHONE 11,2300.0,FORTALEZA EDSON QUEIROZ,2019.0
IPHONE XS MAX,2300.0,FORTALEZA ALDEOTA,2018.0
IPHONE 11,2300.0,MARACANAÚ PAJUÇARA,2019.0
IPHONE 11,2300.0,FORTALEZA CENTRO,2019.0
IPHONE 11,2300.0,FORTALEZA JANGURUSSU,2019.0
IPHONE 11,2300.0,FORTALEZA AMADEU FURTADO,2019.0
IPHONE 11,2300.0,FORTALEZA VICENTE PINZON,2019.0
IPHONE 11,2300.0,MARANGUAPE OUTRA BANDA,2019.0
IPHONE X,2300.0,FORTALEZA MONDUBIM,2017.0
IPHONE 11,2300.0,FORTALEZA BELA VISTA,2019.0
IPHONE X,2300.0,FORTALEZA LAGOA REDONDA,2017.0
IPHONE 11,2300.0,FORTALEZA MANOEL SÁTIRO,2019.0
IPHONE 11,2300.0,FORTALEZA PASSARÉ,2019.0
IPHONE 11,2350.0,FORTALEZA RODOLFO TEÓFILO,2019.0
IPHONE 11,2350.0,FORTALEZA MESSEJANA,2019.0
IPHONE 12,2350.0,FORTALEZA PASSARÉ,2020.0
IPHONE 11,2350.0,FORTALEZA NOVO MONDUBIM,2019.0
IPHONE 12 MINI,2350.0,FORTALEZA FÁTIMA,2020.0
IPHONE 12 MINI,2350.0,FORTALEZA FÁTIMA,2020.0
IPHONE 11,2390.0,FORTALEZA PAPICU,2019.0
IPHONE 12 MINI,2390.0,FORTALEZA BELA VISTA,2020.0
IPHONE 11,2399.0,MARACANAÚ CENTRO,2019.0
IPHONE 11,2399.0,FORTALEZA PARQUE SÃO JOSÉ,2019.0
IPHONE 11,2399.0,MARACANAÚ CENTRO,2019.0
IPHONE 11,2400.0,FORTALEZA NOVO MONDUBIM,2019.0
IPHONE 11,2400.0,FORTALEZA PARQUELÂNDIA,2019.0
IPHONE 11,2400.0,PACAJUS,2019.0
IPHONE 11,2400.0,FORTALEZA MUCURIPE,2019.0
IPHONE 11,2400.0,CAUCAIA PARQUE GUADALAJARA (JUREMA),2019.0
IPHONE X,2400.0,FORTALEZA PAPICU,2017.0
IPHONE 11 PRO,2400.0,FORTALEZA DIONISIO TORRES,2019.0
IPHONE 11,2400.0,FORTALEZA BONSUCESSO,2019.0
IPHONE 11,2400.0,FORTALEZA BARRA DO CEARÁ,2019.0
IPHONE 11,2400.0,FORTALEZA PARREÃO,2019.0
IPHONE 11,2400.0,FORTALEZA ANTÔNIO BEZERRA,2019.0
IPHONE 11,2400.0,FORTALEZA PARQUELÂNDIA,2019.0
IPHONE 11,2400.0,FORTALEZA DENDÊ,2019.0
IPHONE 11,2400.0,FORTALEZA BONSUCESSO,2019.0
IPHONE XS MAX,2400.0,FORTALEZA MONTE CASTELO,2018.0
IPHONE 11,2400.0,FORTALEZA FÁTIMA,2019.0
IPHONE 11,2400.0,FORTALEZA PLANALTO AYRTON SENNA,2019.0
IPHONE 11,2400.0,CAUCAIA PARQUE GUADALAJARA (JUREMA),2019.0
IPHONE 11,2449.0,FORTALEZA CENTRO,2019.0
IPHONE 11,2450.0,CAUCAIA TABUBA,2019.0
IPHONE 11,2450.0,FORTALEZA PASSARÉ,2019.0
IPHONE 11,2450.0,MARACANAÚ INDUSTRIAL,2019.0
IPHONE 11,2450.0,EUSÉBIO CENTRO,2019.0
IPHONE 11,2450.0,MARANGUAPE NOVO MARANGUAPE I,2019.0
IPHONE 11,2450.0,FORTALEZA DAMAS,2019.0
IPHONE X,2490.0,FORTALEZA FÁTIMA,2017.0
IPHONE 11,2499.0,MARACANAÚ CENTRO,2019.0
IPHONE 11,2499.0,EUSÉBIO TAMATANDUBA,2019.0
IPHONE 11,2499.0,FORTALEZA MARAPONGA,2019.0
IPHONE 11,2499.0,FORTALEZA PASSARÉ,2019.0
IPHONE 11,2499.0,FORTALEZA SÃO GERARDO,2019.0
IPHONE 11,2499.0,FORTALEZA COCÓ,2019.0
IPHONE 11,2499.0,FORTALEZA ITAPERI,2019.0
IPHONE 11,2500.0,MARACANAÚ JARDIM BANDEIRANTES,2019.0
IPHONE 11,2500.0,FORTALEZA MESSEJANA,2019.0
IPHONE 11 PRO MAX,2500.0,EUSÉBIO LAGOINHA,2019.0
IPHONE 12 MINI,2500.0,FORTALEZA MONDUBIM,2020.0
IPHONE 11,2500.0,FORTALEZA MEIRELES,2019.0
IPHONE 11,2500.0,FORTALEZA JARDIM IRACEMA,2019.0
IPHONE 11,2500.0,FORTALEZA MEIRELES,2019.0
IPHONE 11,2500.0,PACATUBA PAVUNA,2019.0
IPHONE 11,2500.0,FORTALEZA BELA VISTA,2019.0
IPHONE 11,2500.0,FORTALEZA PARQUE MANIBURA,2019.0
IPHONE 11,2500.0,FORTALEZA MEIRELES,2019.0
IPHONE 11,2500.0,FORTALEZA CRISTO REDENTOR,2019.0
IPHONE 11,2500.0,CAUCAIA TABAPUÁ,2019.0
IPHONE 12 MINI,2500.0,FORTALEZA BOM JARDIM,2020.0
IPHONE 11,2500.0,FORTALEZA JOÃO XXIII,2019.0
IPHONE 11,2500.0,FORTALEZA RODOLFO TEÓFILO,2019.0
IPHONE 11,2500.0,FORTALEZA SAPIRANGA-COITÉ,2019.0
IPHONE 11,2500.0,MARACANAÚ NOVO MARACANAÚ,2019.0
IPHONE 11,2500.0,FORTALEZA CARLITO PAMPLONA,2019.0
IPHONE 12,2500.0,FORTALEZA COCÓ,2020.0
IPHONE 11,2500.0,FORTALEZA CIDADE 2000,2019.0
IPHONE 11,2500.0,FORTALEZA RODOLFO TEÓFILO,2019.0
IPHONE 11,2500.0,FORTALEZA MESSEJANA,2019.0
IPHONE 11,2500.0,FORTALEZA GENIBAÚ,2019.0
IPHONE 11,2500.0,FORTALEZA QUINTINO CUNHA,2019.0
IPHONE 11 PRO MAX,2500.0,FORTALEZA PASSARÉ,2019.0
IPHONE 11,2500.0,FORTALEZA SIQUEIRA,2019.0
IPHONE 11,2500.0,FORTALEZA MONTE CASTELO,2019.0
IPHONE 11,2500.0,FORTALEZA MONTE CASTELO,2019.0
IPHONE 11,2500.0,FORTALEZA RODOLFO TEÓFILO,2019.0
IPHONE 11,2500.0,REDENÇÃO,2019.0
IPHONE 11,2549.0,MARACANAÚ CENTRO,2019.0
IPHONE 11,2550.0,FORTALEZA BOA VISTA-CASTELÃO,2019.0
IPHONE 11,2599.0,MARACANAÚ CENTRO,2019.0
IPHONE 11,2599.0,FORTALEZA CIDADE DOS FUNCIONÁRIOS,2019.0
IPHONE 11 PRO,2600.0,FORTALEZA SÃO GERARDO,2019.0
IPHONE 11,2600.0,MARACANAÚ PIRATININGA,2019.0
IPHONE 11,2600.0,FORTALEZA CRISTO REDENTOR,2019.0
IPHONE 11,2600.0,FORTALEZA MANOEL SÁTIRO,2019.0
IPHONE 11,2600.0,FORTALEZA MESSEJANA,2019.0
IPHONE 11,2600.0,FORTALEZA SÃO GERARDO,2019.0
IPHONE 12 MINI,2600.0,FORTALEZA JARDIM CEARENSE,2020.0
IPHONE 11,2600.0,FORTALEZA ALDEOTA,2019.0
IPHONE 11,2600.0,FORTALEZA PAPICU,2019.0
IPHONE 11 PRO,2600.0,FORTALEZA QUINTINO CUNHA,2019.0
IPHONE 11,2600.0,CAUCAIA NOVA METRÓPOLE (JUREMA),2019.0
IPHONE 12,2600.0,FORTALEZA VILA VELHA,2020.0
IPHONE 11,2600.0,FORTALEZA MANOEL SÁTIRO,2019.0
IPHONE 11 PRO,2600.0,MARACANAÚ TIMBÓ,2019.0
IPHONE 11,2640.0,FORTALEZA PASSARÉ,2019.0
IPHONE 11,2650.0,FORTALEZA CAMBEBA,2019.0
IPHONE 11 PRO,2699.0,FORTALEZA MONDUBIM,2019.0
IPHONE 12,2699.0,FORTALEZA MESSEJANA,2020.0
IPHONE 11,2699.0,FORTALEZA PAPICU,2019.0
IPHONE 11,2700.0,FORTALEZA PAPICU,2019.0
IPHONE 11 PRO,2700.0,FORTALEZA CARLITO PAMPLONA,2019.0
IPHONE 11,2700.0,PACATUBA SENADOR CARLOS JEREISSATI,2019.0
IPHONE 12 MINI,2700.0,CAUCAIA PLANALTO CAUCAIA,2020.0
IPHONE 11,2700.0,FORTALEZA QUINTINO CUNHA,2019.0
IPHONE 11,2700.0,FORTALEZA CONJUNTO CEARÁ I,2019.0
IPHONE 11 PRO MAX,2700.0,FORTALEZA VILA VELHA,2019.0
IPHONE 11,2700.0,FORTALEZA ITAPERI,2019.0
IPHONE 11,2700.0,FORTALEZA ITAPERI,2019.0
IPHONE 11,2700.0,AQUIRAZ,2019.0
IPHONE 11,2700.0,FORTALEZA MONTESE,2019.0
IPHONE 11,2700.0,FORTALEZA ÁLVARO WEYNE,2019.0
IPHONE 7 PLUS,2700.0,FORTALEZA BOA VISTA-CASTELÃO,2016.0
IPHONE 12,2700.0,FORTALEZA CAIS DO PORTO,2020.0
IPHONE 11,2700.0,FORTALEZA PASSARÉ,2019.0
IPHONE 11,2700.0,FORTALEZA MANOEL SÁTIRO,2019.0
IPHONE 11 PRO,2700.0,FORTALEZA PASSARÉ,2019.0
IPHONE 11 PRO,2700.0,FORTALEZA PASSARÉ,2019.0
IPHONE 11 PRO,2700.0,FORTALEZA CENTRO,2019.0
IPHONE 11 PRO MAX,2700.0,FORTALEZA PASSARÉ,2019.0
IPHONE 11,2700.0,FORTALEZA BONSUCESSO,2019.0
IPHONE 11,2700.0,FORTALEZA ENGENHEIRO LUCIANO CAVALCANTE,2019.0
IPHONE 11 PRO MAX,2700.0,FORTALEZA SIQUEIRA,2019.0
IPHONE 11,2700.0,FORTALEZA BENFICA,2019.0
IPHONE 11,2720.0,FORTALEZA JOAQUIM TÁVORA,2019.0
IPHONE 11,2750.0,FORTALEZA ALDEOTA,2019.0
IPHONE 12 MINI,2750.0,FORTALEZA COUTO FERNANDES,2020.0
IPHONE 11,2750.0,FORTALEZA PAUPINA,2019.0
IPHONE 11,2750.0,FORTALEZA VILA VELHA,2019.0
IPHONE 12,2750.0,FORTALEZA SÃO GERARDO,2020.0
IPHONE 11 PRO,2750.0,FORTALEZA LAGOA REDONDA,2019.0
IPHONE X,2760.0,FORTALEZA VILA UNIÃO,2017.0
IPHONE 11,2790.0,FORTALEZA CENTRO,2019.0
IPHONE 11,2790.0,FORTALEZA CENTRO,2019.0
IPHONE 11,2790.0,MARACANAÚ NOVO ORIENTE,2019.0
IPHONE 12,2799.0,PACATUBA SENADOR CARLOS JEREISSATI,2020.0
IPHONE 12,2799.0,FORTALEZA COCÓ,2020.0
IPHONE 11 PRO MAX,2799.0,AQUIRAZ,2019.0
IPHONE 11 PRO,2799.0,AQUIRAZ,2019.0
IPHONE 11 PRO MAX,2800.0,FORTALEZA CENTRO,2019.0
IPHONE 12,2800.0,FORTALEZA CONJUNTO CEARÁ I,2020.0
IPHONE 11,2800.0,FORTALEZA JARDIM DAS OLIVEIRAS,2019.0
IPHONE 11,2800.0,FORTALEZA BELA VISTA,2019.0
IPHONE 12,2800.0,FORTALEZA BARRA DO CEARÁ,2020.0
IPHONE 12,2800.0,FORTALEZA MONTESE,2020.0
IPHONE 11,2800.0,FORTALEZA MESSEJANA,2019.0
IPHONE 11,2800.0,FORTALEZA PARQUE ARAXÁ,2019.0
IPHONE 12 PRO,2800.0,FORTALEZA MEIRELES,2020.0
IPHONE 11,2800.0,FORTALEZA PARQUE DOIS IRMÃOS,2019.0
IPHONE 11,2800.0,FORTALEZA MEIRELES,2019.0
IPHONE 11 PRO,2800.0,AQUIRAZ,2019.0
IPHONE 11 PRO MAX,2800.0,FORTALEZA JOÃO XXIII,2019.0
IPHONE 11 PRO,2850.0,FORTALEZA GRANJA LISBOA,2019.0
IPHONE 12,2850.0,FORTALEZA BONSUCESSO,2020.0
IPHONE 12,2850.0,FORTALEZA PREFEITO JOSÉ WALTER,2020.0
IPHONE 11,2850.0,FORTALEZA RODOLFO TEÓFILO,2019.0
IPHONE 11,2850.0,FORTALEZA PAPICU,2019.0
IPHONE 12,2850.0,FORTALEZA CAMBEBA,2020.0
IPHONE 11,2850.0,FORTALEZA CIDADE DOS FUNCIONÁRIOS,2019.0
IPHONE 11 PRO,2899.0,FORTALEZA EDSON QUEIROZ,2019.0
IPHONE 11 PRO MAX,2900.0,FORTALEZA MESSEJANA,2019.0
IPHONE 11 PRO MAX,2900.0,FORTALEZA BARRA DO CEARÁ,2019.0
IPHONE 12 MINI,2900.0,PACATUBA CENTRO,2020.0
IPHONE 12,2900.0,EUSÉBIO URUCUNEMA,2020.0
IPHONE 11 PRO MAX,2900.0,FORTALEZA CENTRO,2019.0
IPHONE 12,2900.0,FORTALEZA PARANGABA,2020.0
IPHONE 11 PRO MAX,2900.0,MARACANAÚ NOVO ORIENTE,2019.0
IPHONE 11 PRO MAX,2900.0,FORTALEZA MESSEJANA,2019.0
IPHONE 11,2900.0,FORTALEZA QUINTINO CUNHA,2019.0
IPHONE 12,2900.0,FORTALEZA MESSEJANA,2020.0
IPHONE 11,2900.0,FORTALEZA BENFICA,2019.0
IPHONE 11 PRO,2900.0,FORTALEZA PICI,2019.0
IPHONE 11 PRO MAX,2900.0,FORTALEZA COCÓ,2019.0
IPHONE 11,2900.0,FORTALEZA BARRA DO CEARÁ,2019.0
IPHONE 11,2950.0,FORTALEZA CAJAZEIRAS,2019.0
IPHONE 11,2950.0,FORTALEZA CAJAZEIRAS,2019.0
IPHONE 11 PRO MAX,2950.0,PACAJUS,2019.0
IPHONE 11 PRO,2950.0,FORTALEZA CENTRO,2019.0
IPHONE 12,2999.0,FORTALEZA RODOLFO TEÓFILO,2020.0
IPHONE 12,2999.0,PACATUBA SENADOR CARLOS JEREISSATI,2020.0
IPHONE 11 PRO,2999.0,AQUIRAZ,2019.0
IPHONE 11 PRO,3000.0,FORTALEZA JACARECANGA,2019.0
IPHONE 12,3000.0,FORTALEZA ALDEOTA,2020.0
IPHONE 11 PRO,3000.0,EUSÉBIO CARARU,2019.0
IPHONE 11 PRO MAX,3000.0,FORTALEZA JOÃO XXIII,2019.0
IPHONE 11 PRO MAX,3000.0,FORTALEZA CENTRO,2019.0
IPHONE 11 PRO,3000.0,FORTALEZA PARQUE SÃO JOSÉ,2019.0
IPHONE 11,3000.0,FORTALEZA VICENTE PINZON,2019.0
IPHONE 12,3000.0,PACAJUS,2020.0
IPHONE X,3000.0,FORTALEZA SAPIRANGA-COITÉ,2017.0
IPHONE 11 PRO MAX,3000.0,CAUCAIA SÃO MIGUEL (JUREMA),2019.0
IPHONE 12,3000.0,FORTALEZA HENRIQUE JORGE,2020.0
IPHONE 11 PRO,3000.0,FORTALEZA MONTESE,2019.0
IPHONE 12,3000.0,FORTALEZA JARDIM DAS OLIVEIRAS,2020.0
IPHONE 12,3000.0,FORTALEZA JARDIM IRACEMA,2020.0
IPHONE 11,3000.0,AQUIRAZ,2019.0
IPHONE 11 PRO,3000.0,FORTALEZA BOA VISTA-CASTELÃO,2019.0
IPHONE 11,3000.0,FORTALEZA RODOLFO TEÓFILO,2019.0
IPHONE 12,3000.0,FORTALEZA BARRA DO CEARÁ,2020.0
IPHONE 13 MINI,3000.0,FORTALEZA COCÓ,2021.0
IPHONE 12 PRO,3000.0,FORTALEZA PASSARÉ,2020.0
IPHONE 12 PRO,3000.0,FORTALEZA CURIÓ,2020.0
