Modelo,Valor,Local,Ano
11,2300.0,FORTALEZA AMADEU FURTADO,2019.0
11,2300.0,FORTALEZA VICENTE PINZON,2019.0
11,2300.0,MARANGUAPE OUTRA BANDA,2019.0
X,2300.0,FORTALEZA MONDUBIM,2017.0
11,2300.0,FORTALEZA BELA VISTA,2019.0
X,2300.0,FORTALEZA LAGOA REDONDA,2017.0
11,2300.0,FORTALEZA MANOEL SÁTIRO,2019.0
11,2300.0,FORTALEZA PASSARÉ,2019.0
11,2350.0,FORTALEZA RODOLFO TEÓFILO,2019.0
11,2350.0,FORTALEZA MESSEJANA,2019.0
12,2350.0,FORTALEZA PASSARÉ,2020.0
11,2350.0,FORTALEZA NOVO MONDUBIM,2019.0
12Mi,2350.0,FORTALEZA FÁTIMA,2020.0
12Mi,2350.0,FORTALEZA FÁTIMA,2020.0
11,2390.0,FORTALEZA PAPICU,2019.0
12Mi,2390.0,FORTALEZA BELA VISTA,2020.0
11,2399.0,MARACANAÚ CENTRO,2019.0
11,2399.0,FORTALEZA PARQUE SÃO JOSÉ,2019.0
11,2399.0,MARACANAÚ CENTRO,2019.0
11,2400.0,FORTALEZA NOVO MONDUBIM,2019.0
11,2400.0,FORTALEZA PARQUELÂNDIA,2019.0
11,2400.0,PACAJUS,2019.0
11,2400.0,FORTALEZA MUCURIPE,2019.0
11,2400.0,CAUCAIA PARQUE GUADALAJARA (JUREMA),2019.0
X,2400.0,FORTALEZA PAPICU,2017.0
11P,2400.0,FORTALEZA DIONISIO TORRES,2019.0
11,2400.0,FORTALEZA BONSUCESSO,2019.0
11,2400.0,FORTALEZA BARRA DO CEARÁ,2019.0
11,2400.0,FORTALEZA PARREÃO,2019.0
11,2400.0,FORTALEZA ANTÔNIO BEZERRA,2019.0
11,2400.0,FORTALEZA PARQUELÂNDIA,2019.0
11,2400.0,FORTALEZA DENDÊ,2019.0
11,2400.0,FORTALEZA BONSUCESSO,2019.0
XSM,2400.0,FORTALEZA MONTE CASTELO,2018.0
11,2400.0,FORTALEZA FÁTIMA,2019.0
11,2400.0,FORTALEZA PLANALTO AYRTON SENNA,2019.0
11,2400.0,CAUCAIA PARQUE GUADALAJARA (JUREMA),2019.0
11,2449.0,FORTALEZA CENTRO,2019.0
11,2450.0,CAUCAIA TABUBA,2019.0
11,2450.0,FORTALEZA PASSARÉ,2019.0
11,2450.0,MARACANAÚ INDUSTRIAL,2019.0
11,2450.0,EUSÉBIO CENTRO,2019.0
11,2450.0,MARANGUAPE NOVO MARANGUAPE I,2019.0
11,2450.0,FORTALEZA DAMAS,2019.0
X,2490.0,FORTALEZA FÁTIMA,2017.0
11,2499.0,MARACANAÚ CENTRO,2019.0
11,2499.0,EUSÉBIO TAMATANDUBA,2019.0
11,2499.0,FORTALEZA MARAPONGA,2019.0
11,2499.0,FORTALEZA PASSARÉ,2019.0
11,2499.0,FORTALEZA SÃO GERARDO,2019.0
11,2499.0,FORTALEZA COCÓ,2019.0
11,2499.0,FORTALEZA ITAPERI,2019.0
11,2500.0,MARACANAÚ JARDIM BANDEIRANTES,2019.0
11,2500.0,FORTALEZA MESSEJANA,2019.0
11PM,2500.0,EUSÉBIO LAGOINHA,2019.0
12Mi,2500.0,FORTALEZA MONDUBIM,2020.0
11,2500.0,FORTALEZA MEIRELES,2019.0
11,2500.0,FORTALEZA JARDIM IRACEMA,2019.0
11,2500.0,FORTALEZA MEIRELES,2019.0
11,2500.0,PACATUBA PAVUNA,2019.0
11,2500.0,FORTALEZA BELA VISTA,2019.0
11,2500.0,FORTALEZA PARQUE MANIBURA,2019.0
11,2500.0,FORTALEZA MEIRELES,2019.0
11,2500.0,FORTALEZA CRISTO REDENTOR,2019.0
11,2500.0,CAUCAIA TABAPUÁ,2019.0
12Mi,2500.0,FORTALEZA BOM JARDIM,2020.0
11,2500.0,FORTALEZA JOÃO XXIII,2019.0
11,2500.0,FORTALEZA RODOLFO TEÓFILO,2019.0
11,2500.0,FORTALEZA SAPIRANGA-COITÉ,2019.0
11,2500.0,MARACANAÚ NOVO MARACANAÚ,2019.0
11,2500.0,FORTALEZA CARLITO PAMPLONA,2019.0
12,2500.0,FORTALEZA COCÓ,2020.0
11,2500.0,FORTALEZA CIDADE 2000,2019.0
11,2500.0,FORTALEZA RODOLFO TEÓFILO,2019.0
11,2500.0,FORTALEZA MESSEJANA,2019.0
11,2500.0,FORTALEZA GENIBAÚ,2019.0
11,2500.0,FORTALEZA QUINTINO CUNHA,2019.0
11PM,2500.0,FORTALEZA PASSARÉ,2019.0
11,2500.0,FORTALEZA SIQUEIRA,2019.0
11,2500.0,FORTALEZA MONTE CASTELO,2019.0
11,2500.0,FORTALEZA MONTE CASTELO,2019.0
11,2500.0,FORTALEZA RODOLFO TEÓFILO,2019.0
11,2500.0,REDENÇÃO,2019.0
11,2549.0,MARACANAÚ CENTRO,2019.0
11,2550.0,FORTALEZA BOA VISTA-CASTELÃO,2019.0
11,2599.0,MARACANAÚ CENTRO,2019.0
11,2599.0,FORTALEZA CIDADE DOS FUNCIONÁRIOS,2019.0
11P,2600.0,FORTALEZA SÃO GERARDO,2019.0
11,2600.0,MARACANAÚ PIRATININGA,2019.0
11,2600.0,FORTALEZA CRISTO REDENTOR,2019.0
11,2600.0,FORTALEZA MANOEL SÁTIRO,2019.0
11,2600.0,FORTALEZA MESSEJANA,2019.0
11,2600.0,FORTALEZA SÃO GERARDO,2019.0
12Mi,2600.0,FORTALEZA JARDIM CEARENSE,2020.0
11,2600.0,FORTALEZA ALDEOTA,2019.0
11,2600.0,FORTALEZA PAPICU,2019.0
11P,2600.0,FORTALEZA QUINTINO CUNHA,2019.0
11,2600.0,CAUCAIA NOVA METRÓPOLE (JUREMA),2019.0
12,2600.0,FORTALEZA VILA VELHA,2020.0
11,2600.0,FORTALEZA MANOEL SÁTIRO,2019.0
11P,2600.0,MARACANAÚ TIMBÓ,2019.0
11,2640.0,FORTALEZA PASSARÉ,2019.0
11,2650.0,FORTALEZA CAMBEBA,2019.0
11P,2699.0,FORTALEZA MONDUBIM,2019.0
12,2699.0,FORTALEZA MESSEJANA,2020.0
11,2699.0,FORTALEZA PAPICU,2019.0
11,2700.0,FORTALEZA PAPICU,2019.0
11P,2700.0,FORTALEZA CARLITO PAMPLONA,2019.0
11,2700.0,PACATUBA SENADOR CARLOS JEREISSATI,2019.0
12Mi,2700.0,CAUCAIA PLANALTO CAUCAIA,2020.0
11,2700.0,FORTALEZA QUINTINO CUNHA,2019.0
11,2700.0,FORTALEZA CONJUNTO CEARÁ I,2019.0
11PM,2700.0,FORTALEZA VILA VELHA,2019.0
11,2700.0,FORTALEZA ITAPERI,2019.0
11,2700.0,FORTALEZA ITAPERI,2019.0
11,2700.0,AQUIRAZ,2019.0
11,2700.0,FORTALEZA MONTESE,2019.0
11,2700.0,FORTALEZA ÁLVARO WEYNE,2019.0
7P,2700.0,FORTALEZA BOA VISTA-CASTELÃO,2016.0
12,2700.0,FORTALEZA CAIS DO PORTO,2020.0
11,2700.0,FORTALEZA PASSARÉ,2019.0
11,2700.0,FORTALEZA MANOEL SÁTIRO,2019.0
11P,2700.0,FORTALEZA PASSARÉ,2019.0
11P,2700.0,FORTALEZA PASSARÉ,2019.0
11P,2700.0,FORTALEZA CENTRO,2019.0
11PM,2700.0,FORTALEZA PASSARÉ,2019.0
11,2700.0,FORTALEZA BONSUCESSO,2019.0
11,2700.0,FORTALEZA ENGENHEIRO LUCIANO CAVALCANTE,2019.0
11PM,2700.0,FORTALEZA SIQUEIRA,2019.0
11,2700.0,FORTALEZA BENFICA,2019.0
11,2720.0,FORTALEZA JOAQUIM TÁVORA,2019.0
11,2750.0,FORTALEZA ALDEOTA,2019.0
12Mi,2750.0,FORTALEZA COUTO FERNANDES,2020.0
11,2750.0,FORTALEZA PAUPINA,2019.0
11,2750.0,FORTALEZA VILA VELHA,2019.0
12,2750.0,FORTALEZA SÃO GERARDO,2020.0
11P,2750.0,FORTALEZA LAGOA REDONDA,2019.0
X,2760.0,FORTALEZA VILA UNIÃO,2017.0
11,2790.0,FORTALEZA CENTRO,2019.0
11,2790.0,FORTALEZA CENTRO,2019.0
11,2790.0,MARACANAÚ NOVO ORIENTE,2019.0
12,2799.0,PACATUBA SENADOR CARLOS JEREISSATI,2020.0
12,2799.0,FORTALEZA COCÓ,2020.0
11PM,2799.0,AQUIRAZ,2019.0
11P,2799.0,AQUIRAZ,2019.0
11PM,2800.0,FORTALEZA CENTRO,2019.0
12,2800.0,FORTALEZA CONJUNTO CEARÁ I,2020.0
11,2800.0,FORTALEZA JARDIM DAS OLIVEIRAS,2019.0
11,2800.0,FORTALEZA BELA VISTA,2019.0
12,2800.0,FORTALEZA BARRA DO CEARÁ,2020.0
12,2800.0,FORTALEZA MONTESE,2020.0
11,2800.0,FORTALEZA MESSEJANA,2019.0
11,2800.0,FORTALEZA PARQUE ARAXÁ,2019.0
12P,2800.0,FORTALEZA MEIRELES,2020.0
11,2800.0,FORTALEZA PARQUE DOIS IRMÃOS,2019.0
11,2800.0,FORTALEZA MEIRELES,2019.0
11P,2800.0,AQUIRAZ,2019.0
11PM,2800.0,FORTALEZA JOÃO XXIII,2019.0
11P,2850.0,FORTALEZA GRANJA LISBOA,2019.0
12,2850.0,FORTALEZA BONSUCESSO,2020.0
12,2850.0,FORTALEZA PREFEITO JOSÉ WALTER,2020.0
11,2850.0,FORTALEZA RODOLFO TEÓFILO,2019.0
11,2850.0,FORTALEZA PAPICU,2019.0
12,2850.0,FORTALEZA CAMBEBA,2020.0
11,2850.0,FORTALEZA CIDADE DOS FUNCIONÁRIOS,2019.0
11P,2899.0,FORTALEZA EDSON QUEIROZ,2019.0
11PM,2900.0,FORTALEZA MESSEJANA,2019.0
11PM,2900.0,FORTALEZA BARRA DO CEARÁ,2019.0
12Mi,2900.0,PACATUBA CENTRO,2020.0
12,2900.0,EUSÉBIO URUCUNEMA,2020.0
11PM,2900.0,FORTALEZA CENTRO,2019.0
12,2900.0,FORTALEZA PARANGABA,2020.0
11PM,2900.0,MARACANAÚ NOVO ORIENTE,2019.0
11PM,2900.0,FORTALEZA MESSEJANA,2019.0
11,2900.0,FORTALEZA QUINTINO CUNHA,2019.0
12,2900.0,FORTALEZA MESSEJANA,2020.0
11,2900.0,FORTALEZA BENFICA,2019.0
11P,2900.0,FORTALEZA PICI,2019.0
11PM,2900.0,FORTALEZA COCÓ,2019.0
11,2900.0,FORTALEZA BARRA DO CEARÁ,2019.0
11,2950.0,FORTALEZA CAJAZEIRAS,2019.0
11,2950.0,FORTALEZA CAJAZEIRAS,2019.0
11PM,2950.0,PACAJUS,2019.0
11P,2950.0,FORTALEZA CENTRO,2019.0
12,2999.0,FORTALEZA RODOLFO TEÓFILO,2020.0
12,2999.0,PACATUBA SENADOR CARLOS JEREISSATI,2020.0
11P,2999.0,AQUIRAZ,2019.0
11P,3000.0,FORTALEZA JACARECANGA,2019.0
12,3000.0,FORTALEZA ALDEOTA,2020.0
11P,3000.0,EUSÉBIO CARARU,2019.0
11PM,3000.0,FORTALEZA JOÃO XXIII,2019.0
11PM,3000.0,FORTALEZA CENTRO,2019.0
11P,3000.0,FORTALEZA PARQUE SÃO JOSÉ,2019.0
11,3000.0,FORTALEZA VICENTE PINZON,2019.0
12,3000.0,PACAJUS,2020.0
X,3000.0,FORTALEZA SAPIRANGA-COITÉ,2017.0
11PM,3000.0,CAUCAIA SÃO MIGUEL (JUREMA),2019.0
12,3000.0,FORTALEZA HENRIQUE JORGE,2020.0
11P,3000.0,FORTALEZA MONTESE,2019.0
12,3000.0,FORTALEZA JARDIM DAS OLIVEIRAS,2020.0
12,3000.0,FORTALEZA JARDIM IRACEMA,2020.0
11,3000.0,AQUIRAZ,2019.0
11P,3000.0,FORTALEZA BOA VISTA-CASTELÃO,2019.0
11,3000.0,FORTALEZA RODOLFO TEÓFILO,2019.0
12,3000.0,FORTALEZA BARRA DO CEARÁ,2020.0
13Mi,3000.0,FORTALEZA COCÓ,2021.0
12P,3000.0,FORTALEZA PASSARÉ,2020.0
12P,3000.0,FORTALEZA CURIÓ,2020.0
11,3000.0,FORTALEZA PRESIDENTE KENNEDY,2019.0
11PM,3000.0,FORTALEZA JANGURUSSU,2019.0
11PM,3000.0,MARACANAÚ NOVO ORIENTE,2019.0
12,3000.0,FORTALEZA EDSON QUEIROZ,2020.0
11PM,3000.0,CAUCAIA ICARAÍ,2019.0
11,3000.0,PACATUBA FORQUILHA,2019.0
12,3000.0,FORTALEZA MONDUBIM,2020.0
11,3000.0,FORTALEZA SIQUEIRA,2019.0
12,3000.0,FORTALEZA CONJUNTO ESPERANÇA,2020.0
11PM,3000.0,FORTALEZA ENGENHEIRO LUCIANO CAVALCANTE,2019.0
12,3000.0,FORTALEZA SERRINHA,2020.0
11P,3000.0,CAUCAIA ARIANÓPOLIS (JUREMA),2019.0
13Mi,3000.0,FORTALEZA COCÓ,2021.0
11PM,3000.0,FORTALEZA COCÓ,2019.0
12,3000.0,FORTALEZA MEIRELES,2020.0
11,3000.0,FORTALEZA CENTRO,2019.0
11PM,3000.0,FORTALEZA MARAPONGA,2019.0
11P,3000.0,FORTALEZA HENRIQUE JORGE,2019.0
11PM,3049.0,FORTALEZA MESSEJANA,2019.0
12,3049.0,FORTALEZA MANOEL SÁTIRO,2020.0
12,3049.0,FORTALEZA MESSEJANA,2020.0
12,3050.0,FORTALEZA DIONISIO TORRES,2020.0
11PM,3050.0,FORTALEZA PRAIA DE IRACEMA,2019.0
12,3099.0,FORTALEZA EDSON QUEIROZ,2020.0
12,3099.0,AQUIRAZ,2020.0
12,3099.0,EUSÉBIO TAMATANDUBA,2020.0
12,3099.0,MARACANAÚ CENTRO,2020.0
11PM,3100.0,FORTALEZA PREFEITO JOSÉ WALTER,2019.0
12,3100.0,FORTALEZA BARRA DO CEARÁ,2020.0
11PM,3100.0,MARANGUAPE PARQUE IRACEMA,2019.0
11P,3100.0,FORTALEZA CAJAZEIRAS,2019.0
11P,3100.0,FORTALEZA CAJAZEIRAS,2019.0
12,3100.0,FORTALEZA DEMÓCRITO ROCHA,2020.0
11P,3100.0,MARACANAÚ JARDIM BANDEIRANTES,2019.0
11PM,3100.0,FORTALEZA CIDADE DOS FUNCIONÁRIOS,2019.0
11,3100.0,FORTALEZA JÓQUEI CLUBE,2019.0
12,3150.0,FORTALEZA CAMBEBA,2020.0
12,3159.0,FORTALEZA PRESIDENTE KENNEDY,2020.0
11PM,3199.0,FORTALEZA AEROLÂNDIA,2019.0
12,3199.0,FORTALEZA FÁTIMA,2020.0
12,3199.0,FORTALEZA SÃO GERARDO,2020.0
12,3200.0,FORTALEZA ALDEOTA,2020.0
12,3200.0,FORTALEZA MEIRELES,2020.0
11PM,3200.0,CAUCAIA NOVA METRÓPOLE (JUREMA),2019.0
11P,3200.0,FORTALEZA LAGOA REDONDA,2019.0
11PM,3200.0,FORTALEZA MEIRELES,2019.0
12,3200.0,FORTALEZA MEIRELES,2020.0
11P,3200.0,FORTALEZA MEIRELES,2019.0
12,3200.0,FORTALEZA ALDEOTA,2020.0
11PM,3200.0,FORTALEZA MEIRELES,2019.0
11,3200.0,FORTALEZA PARREÃO,2019.0
12,3200.0,FORTALEZA CARLITO PAMPLONA,2020.0
11PM,3200.0,FORTALEZA ARACAPÉ,2019.0
11PM,3200.0,FORTALEZA MONTE CASTELO,2019.0
11PM,3299.0,MARACANAÚ CENTRO,2019.0
12,3299.0,AQUIRAZ,2020.0
11PM,3299.0,MARACANAÚ CENTRO,2019.0
11PM,3300.0,EUSÉBIO CENTRO,2019.0
12,3300.0,FORTALEZA CAMBEBA,2020.0
12,3300.0,CAUCAIA ARATURI (JUREMA),2020.0
12,3300.0,FORTALEZA EDSON QUEIROZ,2020.0
11PM,3350.0,FORTALEZA SALINAS,2019.0
11PM,3399.0,MARACANAÚ CENTRO,2019.0
11PM,3399.0,FORTALEZA CENTRO,2019.0
11PM,3399.0,MARACANAÚ LUZARDO VIANA,2019.0
11PM,3399.0,MARACANAÚ CENTRO,2019.0
11PM,3399.0,MARACANAÚ CENTRO,2019.0
11PM,3400.0,FORTALEZA MANUEL DIAS BRANCO,2019.0
11PM,3400.0,FORTALEZA CARLITO PAMPLONA,2019.0
11PM,3400.0,CAUCAIA IPARANA,2019.0
11PM,3400.0,FORTALEZA MESSEJANA,2019.0
11P,3400.0,FORTALEZA DAMAS,2019.0
12,3400.0,FORTALEZA DENDÊ,2020.0
11PM,3400.0,FORTALEZA PEDRAS,2019.0
11PM,3449.0,EUSÉBIO TAMATANDUBA,2019.0
12,3498.0,FORTALEZA CAJAZEIRAS,2020.0
11PM,3499.0,MARACANAÚ CENTRO,2019.0
12,3499.0,FORTALEZA CONJUNTO CEARÁ II,2020.0
11PM,3499.0,MARACANAÚ CENTRO,2019.0
11PM,3500.0,FORTALEZA MUCURIPE,2019.0
12,3500.0,FORTALEZA ELLERY,2020.0
12,3500.0,FORTALEZA ALDEOTA,2020.0
12,3500.0,CAUCAIA NOVA METRÓPOLE (JUREMA),2020.0
12P,3500.0,PACATUBA SENADOR CARLOS JEREISSATI,2020.0
12,3500.0,FORTALEZA PREFEITO JOSÉ WALTER,2020.0
12,3500.0,FORTALEZA PREFEITO JOSÉ WALTER,2020.0
12,3500.0,FORTALEZA JOÃO XXIII,2020.0
11PM,3500.0,FORTALEZA SERRINHA,2019.0
12,3500.0,FORTALEZA ALDEOTA,2020.0
11PM,3500.0,FORTALEZA JARDIM IRACEMA,2019.0
11PM,3500.0,FORTALEZA PASSARÉ,2019.0
12,3500.0,FORTALEZA VILA VELHA,2020.0
11,3500.0,AQUIRAZ,2019.0
11PM,3500.0,FORTALEZA PARANGABA,2019.0
11PM,3500.0,MARACANAÚ JARDIM BANDEIRANTES,2019.0
11PM,3500.0,FORTALEZA FÁTIMA,2019.0
12,3500.0,FORTALEZA PARANGABA,2020.0
12,3500.0,CASCAVEL,2020.0
11P,3500.0,FORTALEZA BARRA DO CEARÁ,2019.0
12,3500.0,FORTALEZA QUINTINO CUNHA,2020.0
12,3500.0,FORTALEZA CRISTO REDENTOR,2020.0
11PM,3500.0,FORTALEZA GRANJA LISBOA,2019.0
13Mi,3550.0,MARACANAÚ ALTO DA MANGUEIRA,2021.0
13,3580.0,FORTALEZA PIRAMBU,2021.0
12,3600.0,CAUCAIA TABAPUÁ,2020.0
12P,3650.0,FORTALEZA PARANGABA,2020.0
11PM,3700.0,FORTALEZA VARJOTA,2019.0
SE,3700.0,FORTALEZA PARQUE DOIS IRMÃOS,2022.0
13,3700.0,FORTALEZA MEIRELES,2021.0
13,3799.0,FORTALEZA ALDEOTA,2021.0
XSM,3800.0,FORTALEZA PAPICU,2018.0
11PM,3800.0,FORTALEZA MEIRELES,2019.0
13,3800.0,FORTALEZA CANINDEZINHO,2021.0
12PM,3800.0,FORTALEZA CARLITO PAMPLONA,2020.0
13,3800.0,FORTALEZA BONSUCESSO,2021.0
13,3800.0,FORTALEZA ALDEOTA,2021.0
11PM,3800.0,FORTALEZA PLANALTO AYRTON SENNA,2019.0
12,3800.0,FORTALEZA PARQUE DOIS IRMÃOS,2020.0
13,3850.0,FORTALEZA FARIAS BRITO,2021.0
13,3899.0,FORTALEZA PAPICU,2021.0
12PM,3900.0,FORTALEZA SERRINHA,2020.0
13,3900.0,CAUCAIA,2021.0
12,3900.0,CASCAVEL,2020.0
12,3950.0,FORTALEZA ELLERY,2020.0
13,3980.0,FORTALEZA JACARECANGA,2021.0
12PM,3990.0,FORTALEZA JANGURUSSU,2020.0
13,3990.0,FORTALEZA DOM LUSTOSA,2021.0
12PM,3999.0,FORTALEZA VILA PERI,2020.0
12P,3999.0,FORTALEZA PARQUE IRACEMA,2020.0
13,3999.0,FORTALEZA JOAQUIM TÁVORA,2021.0
12P,3999.0,FORTALEZA PARQUE IRACEMA,2020.0
11PM,3999.0,MARACANAÚ LUZARDO VIANA,2019.0
13,3999.0,FORTALEZA PADRE ANDRADE,2021.0
13,3999.0,FORTALEZA AEROPORTO,2021.0
13,4000.0,FORTALEZA ANTÔNIO BEZERRA,2021.0
13,4000.0,EUSÉBIO JABUTI,2021.0
13PM,4000.0,PACATUBA SENADOR CARLOS JEREISSATI,2021.0
13,4000.0,FORTALEZA VICENTE PINZON,2021.0
13,4000.0,FORTALEZA PANAMERICANO,2021.0
12P,4000.0,FORTALEZA JANGURUSSU,2020.0
12P,4000.0,FORTALEZA DENDÊ,2020.0
13Mi,4000.0,CAUCAIA PADRE ROMUALDO,2021.0
13,4000.0,FORTALEZA JACARECANGA,2021.0
13,4000.0,MARACANAÚ TIMBÓ,2021.0
12,4000.0,MARANGUAPE CÔNEGO RAIMUNDO PINTO,2020.0
11PM,4000.0,FORTALEZA HENRIQUE JORGE,2019.0
12P,4050.0,FORTALEZA CENTRO,2020.0
12PM,4099.0,FORTALEZA RODOLFO TEÓFILO,2020.0
12PM,4100.0,FORTALEZA FLORESTA,2020.0
12P,4100.0,FORTALEZA ALDEOTA,2020.0
13,4150.0,FORTALEZA CENTRO,2021.0
12PM,4199.0,FORTALEZA PAPICU,2020.0
12P,4199.0,FORTALEZA MEIRELES,2020.0
12PM,4200.0,FORTALEZA VICENTE PINZON,2020.0
13,4200.0,CANINDÉ,2021.0
13,4200.0,FORTALEZA JARDIM DAS OLIVEIRAS,2021.0
12PM,4200.0,FORTALEZA FLORESTA,2020.0
12PM,4200.0,CAUCAIA PARQUE GUADALAJARA (JUREMA),2020.0
13,4200.0,MARACANAÚ,2021.0
13,4200.0,CANINDÉ,2021.0
13Mi,4200.0,FORTALEZA MESSEJANA,2021.0
12P,4200.0,FORTALEZA PARQUE ARAXÁ,2020.0
12,4200.0,CAUCAIA PARQUE GUADALAJARA (JUREMA),2020.0
12PM,4250.0,CAUCAIA ARATURI (JUREMA),2020.0
12P,4250.0,FORTALEZA CAJAZEIRAS,2020.0
13,4299.0,PARACURU,2021.0
12PM,4299.0,FORTALEZA JÓQUEI CLUBE,2020.0
12PM,4300.0,FORTALEZA MONDUBIM,2020.0
12P,4300.0,MARACANAÚ PAJUÇARA,2020.0
13,4300.0,MARACANAÚ NOVO ORIENTE,2021.0
12PM,4300.0,FORTALEZA AMADEU FURTADO,2020.0
12PM,4300.0,FORTALEZA BOA VISTA-CASTELÃO,2020.0
12P,4350.0,FORTALEZA ALDEOTA,2020.0
12PM,4350.0,FORTALEZA JACARECANGA,2020.0
12PM,4350.0,FORTALEZA AMADEU FURTADO,2020.0
12PM,4399.0,FORTALEZA CIDADE 2000,2020.0
13,4399.0,EUSÉBIO TAMATANDUBA,2021.0
12PM,4400.0,FORTALEZA JÓQUEI CLUBE,2020.0
13,4400.0,FORTALEZA ALDEOTA,2021.0
12PM,4400.0,FORTALEZA JÓQUEI CLUBE,2020.0
12PM,4400.0,FORTALEZA MEIRELES,2020.0
12PM,4449.0,FORTALEZA JARDIM DAS OLIVEIRAS,2020.0
12P,4499.0,FORTALEZA JOSÉ BONIFÁCIO,2020.0
12PM,4499.0,FORTALEZA MESSEJANA,2020.0
12PM,4499.0,MARACANAÚ CENTRO,2020.0
13,4499.0,FORTALEZA COCÓ,2021.0
12PM,4499.0,FORTALEZA PAPICU,2020.0
12PM,4499.0,MARACANAÚ CENTRO,2020.0
12PM,4500.0,FORTALEZA MONTESE,2020.0
12PM,4500.0,EUSÉBIO CIDADE ALPHA,2020.0
12,4500.0,FORTALEZA CENTRO,2020.0
12PM,4500.0,FORTALEZA GRANJA LISBOA,2020.0
12PM,4500.0,FORTALEZA MONTE CASTELO,2020.0
12PM,4500.0,FORTALEZA COAÇU,2020.0
13,4500.0,FORTALEZA JARDIM AMÉRICA,2021.0
12PM,4500.0,FORTALEZA JANGURUSSU,2020.0
12PM,4500.0,FORTALEZA TAUAPE,2020.0
12PM,4500.0,FORTALEZA MEIRELES,2020.0
12PM,4549.0,FORTALEZA AEROLÂNDIA,2020.0
13P,4550.0,FORTALEZA JOSÉ DE ALENCAR,2021.0
13P,4550.0,FORTALEZA JOSÉ DE ALENCAR,2021.0
12PM,4599.0,MARACANAÚ CENTRO,2020.0
12PM,4599.0,FORTALEZA CIDADE 2000,2020.0
12PM,4599.0,FORTALEZA EDSON QUEIROZ,2020.0
12PM,4599.0,MARACANAÚ LUZARDO VIANA,2020.0
12PM,4599.0,MARACANAÚ LUZARDO VIANA,2020.0
12PM,4599.0,MARACANAÚ CENTRO,2020.0
12PM,4599.0,CAUCAIA PACHECO,2020.0
12PM,4599.0,MARACANAÚ CENTRO,2020.0
13,4600.0,FORTALEZA CIDADE 2000,2021.0
14,4600.0,FORTALEZA MARAPONGA,2022.0
13P,4700.0,FORTALEZA ALDEOTA,2021.0
13,4700.0,FORTALEZA PIRAMBU,2021.0
12PM,4800.0,FORTALEZA GRANJA LISBOA,2020.0
13,4800.0,FORTALEZA VICENTE PINZON,2021.0
13P,4800.0,FORTALEZA ELLERY,2021.0
12PM,4899.0,FORTALEZA DIONISIO TORRES,2020.0
12PM,4999.0,FORTALEZA PARANGABA,2020.0
12PM,5000.0,FORTALEZA ANTÔNIO BEZERRA,2020.0
12PM,5000.0,ACARAPE,2020.0
XSM,5000.0,CAUCAIA SÃO MIGUEL (JUREMA),2018.0
13PM,5000.0,FORTALEZA PADRE ANDRADE,2021.0
13,5000.0,FORTALEZA ALDEOTA,2021.0
13PM,5000.0,FORTALEZA MEIRELES,2021.0
13,5000.0,FORTALEZA HENRIQUE JORGE,2021.0
13PM,5100.0,FORTALEZA MESSEJANA,2021.0
12PM,5100.0,FORTALEZA CONJUNTO CEARÁ II,2020.0
13PM,5100.0,FORTALEZA FLORESTA,2021.0
13P,5100.0,FORTALEZA FÁTIMA,2021.0
13PM,5100.0,FORTALEZA CONJUNTO CEARÁ II,2021.0
13,5150.0,PACATUBA SENADOR CARLOS JEREISSATI,2021.0
13PM,5150.0,FORTALEZA PADRE ANDRADE,2021.0
13PM,5150.0,FORTALEZA PASSARÉ,2021.0
13P,5199.0,FORTALEZA COCÓ,2021.0
13P,5199.0,FORTALEZA COCÓ,2021.0
13PM,5200.0,FORTALEZA COCÓ,2021.0
14Mi,5250.0,FORTALEZA ALDEOTA,2022.0
13P,5299.0,FORTALEZA EDSON QUEIROZ,2021.0
13P,5299.0,CAUCAIA PARQUE GUADALAJARA (JUREMA),2021.0
13PM,5300.0,FORTALEZA FLORESTA,2021.0
13PM,5499.0,FORTALEZA MEIRELES,2021.0
13PM,5499.0,FORTALEZA MEIRELES,2021.0
13PM,5500.0,FORTALEZA VARJOTA,2021.0
13PM,5500.0,FORTALEZA JÓQUEI CLUBE,2021.0
13PM,5500.0,FORTALEZA MEIRELES,2021.0
13PM,5500.0,FORTALEZA RODOLFO TEÓFILO,2021.0
13P,5500.0,FORTALEZA ENGENHEIRO LUCIANO CAVALCANTE,2021.0
13PM,5500.0,FORTALEZA CAIS DO PORTO,2021.0
13,5500.0,FORTALEZA MEIRELES,2021.0
13PM,5599.0,FORTALEZA PAPICU,2021.0
13PM,5600.0,CAUCAIA PLANALTO CAUCAIA,2021.0
12PM,5600.0,FORTALEZA DENDÊ,2020.0
13PM,5600.0,FORTALEZA CONJUNTO PALMEIRAS,2021.0
13PM,5699.0,FORTALEZA PAPICU,2021.0
13PM,5699.0,FORTALEZA MEIRELES,2021.0
13P,5700.0,FORTALEZA JOSÉ BONIFÁCIO,2021.0
14P,5700.0,FORTALEZA ENGENHEIRO LUCIANO CAVALCANTE,2022.0
12PM,5750.0,FORTALEZA PARANGABA,2020.0
13PM,5799.0,FORTALEZA EDSON QUEIROZ,2021.0
13PM,5800.0,MARANGUAPE GUABIRABA,2021.0
13PM,5800.0,FORTALEZA JACARECANGA,2021.0
13PM,5800.0,FORTALEZA ALDEOTA,2021.0
